ALFABETA;PRINCIPIO ACTIVO;MARCA COMERCIAL;PRESENTACION;LABORATORIO;PVP PAMI AL 01/09/2025;COBERTURA;IMPORTE AFILIADO
46312;valsartán+amlodipina;NOSTER;10/160 mg comp.x 28;Adium;$ 37633.81;50%;$ 18816.91
46311;valsartán+amlodipina;NOSTER;5/160 mg comp.x 28;Adium;$ 36648.37;50%;$ 18324.19
51771;valsartán+amlodipina;NOSTER;5/320 mg comp.x 28;Adium;$ 44755.78;50%;$ 22377.89
49125;valsartán+hidrocloroti.+amlodip.;NOSTER D;160/12.5/10 mg comp.x 28;Adium;$ 47480.72;50%;$ 23740.36
49124;valsartán+hidrocloroti.+amlodip.;NOSTER D;160/12.5/5 mg comp.x 28;Adium;$ 47480.72;50%;$ 23740.36
51770;valsartán+hidrocloroti.+amlodip.;NOSTER D;320/25/10 mg comp.x 28;Adium;$ 52916.29;50%;$ 26458.15
43288;valsartán+hidroclorotiazida;ALPERTAN D;160/12.5 mg comp.rec.x28;Adium;$ 26317.92;50%;$ 13158.96
53344;valsartán+hidroclorotiazida;ALPERTAN D;320/12.5 mg comp.rec.x28;Adium;$ 34875.94;50%;$ 17437.97
53345;valsartán+hidroclorotiazida;ALPERTAN D;320/25 mg comp.rec.x28;Adium;$ 35510.28;50%;$ 17755.14
43287;valsartán+hidroclorotiazida;ALPERTAN D;80/12.5 mg comp.rec.x 28;Adium;$ 23606.8;50%;$ 11803.4
56706;vildagliptin;VILZER;50 mg comp.x 30;Adium;$ 33453.26;100%;$ 0
56707;vildagliptin;VILZER;50 mg comp.x 60;Adium;$ 63818.9;100%;$ 0
56712;vildagliptin+metformina;VILZERMET;50/1000 mg comp.x 30;Adium;$ 45300.27;100%;$ 0
56713;vildagliptin+metformina;VILZERMET;50/1000 mg comp.x 60;Adium;$ 83891.05;100%;$ 0
56708;vildagliptin+metformina;VILZERMET;50/500 mg comp.x 30;Adium;$ 39037.64;100%;$ 0
56709;vildagliptin+metformina;VILZERMET;50/500 mg comp.x 60;Adium;$ 72719.81;100%;$ 0
56710;vildagliptin+metformina;VILZERMET;50/850 mg comp.x 30;Adium;$ 37886.83;100%;$ 0
56711;vildagliptin+metformina;VILZERMET;50/850 mg comp.x 60;Adium;$ 73557.22;100%;$ 0
53169;vit.d3;DEBLAX;cáps.bl.x 1;Adium;$ 12249.63;40%;$ 7349.78
53170;vit.d3;DEBLAX;cáps.bl.x 2;Adium;$ 17527.04;40%;$ 10516.22
13179;vit.e;ETEC 1000;cáps.blandas x 30;Adium;$ 43630.4;40%;$ 26178.24
15385;vit.e;ETEC 1000;cáps.blandas x 60;Adium;$ 74799.67;40%;$ 44879.8
163;atropina,sulfato;ALCON ATROPINA 1%;1% sol.oft.x 5 ml;Alcon;$ 11434.3;50%;$ 5717.15
174;nafazolina+feniramina;MIRUS;sol.oft.x 15 ml;Alcon;$ 10099.15;50%;$ 5049.58
35520;polietilenglicol+propilenglicol;SYSTANE;drop tainer fco.x 15 ml;Alcon;$ 23078.16;50%;$ 11539.08
47668;polietilenglicol+propilenglicol;SYSTANE GEL EN GOTAS;gel oft.en gotas x 10 ml;Alcon;$ 23716.02;50%;$ 11858.01
44216;polietilenglicol+propilenglicol;SYSTANE ULTRA;sol.oft.estéril x 10 ml;Alcon;$ 23078.16;50%;$ 11539.08
61265;polietilenglicol+propilenglicol+;SYSTANE HIDRATACION SP;sol.oft.estéril x 10 ml;Alcon;$ 23078.17;50%;$ 11539.09
140;proparacaína;ANESTALCON;fco.x 15 ml;Alcon;$ 10814.46;50%;$ 5407.23
46655;propilenglicol;SYSTANE BALANCE;sol.oft.estéril x 10 ml;Alcon;$ 23716.02;50%;$ 11858.01
62972;propilenglicol;SYSTANE COMPLETE SP;sol.oft.x 10 ml;Alcon;$ 23078.17;50%;$ 11539.09
56594;propilenglicol;SYSTANE COMPLETE;sol.oft.x 10 ml;Alcon;$ 23078.17;50%;$ 11539.09
138;tropicamida;ALCON MYDRIL;1% sol.oft.x 5 ml;Alcon;$ 11580.66;50%;$ 5790.33
46381;adapaleno;SINAC;0.3% gel x 30 g;Andr¿maco;$ 30658.6;50%;$ 15329.3
299;betametasona+gentamic.+miconazol;MACRIL;cr.x 20 g;Andr¿maco;$ 13686.03;50%;$ 6843.02
39726;betametasona+salicílico,ác.;BETASALIC;loc.x 40 ml;Andr¿maco;$ 11307.6;50%;$ 5653.8
33250;betametasona+salicílico,ác.;BETASALIC;ung.x 15 g;Andr¿maco;$ 12502.07;50%;$ 6251.04
17036;butamirato,citrato;TALASA NF;jbe.x 120 ml;Andr¿maco;$ 13905.04;50%;$ 6952.52
23212;clobetasol;SALAC;cr.x 20 g;Andr¿maco;$ 11419.97;50%;$ 5709.99
50120;clobetasol;SALAC;cr.x 30 g;Andr¿maco;$ 14742.49;50%;$ 7371.25
23213;clobetasol;SALAC;loc.x 40 ml;Andr¿maco;$ 12735.9;50%;$ 6367.95
43829;clobetasol;SALAC;shamp.x 140 ml;Andr¿maco;$ 34330.81;50%;$ 17165.41
23211;clobetasol;SALAC;ung.x 20 g;Andr¿maco;$ 10174.37;50%;$ 5087.19
48143;fluconazol;FLUPEC;150 mg comp.x 2;Andr¿maco;$ 15099.99;50%;$ 7550
48144;fluconazol;FLUPEC;150 mg comp.x 4;Andr¿maco;$ 26912.38;50%;$ 13456.19
48145;fluconazol;FLUPEC;150 mg comp.x 8;Andr¿maco;$ 46146.27;50%;$ 23073.14
42663;fusídico,ác.;ACIFUSIN;cr.x 15 g;Andr¿maco;$ 13493.92;60%;$ 5397.57
42665;fusídico,ác.+betametasona;ACIFUSIN B;cr.x 15 g;Andr¿maco;$ 15531.22;50%;$ 7765.61
38925;hidrocortisona;DEMACORT;cr.x 15 g;Andr¿maco;$ 8990.18;50%;$ 4495.09
50965;hidrocortisona+asoc.;HIPOGLOS CON HIDROCORTISONA;pda.x 15 g;Andr¿maco;$ 6781.65;50%;$ 3390.83
5657;ketoconazol;FITONAL;comp.x 20;Andr¿maco;$ 12591.4;40%;$ 7554.84
5718;ketoconazol;FITONAL;cr.x 30 g;Andr¿maco;$ 13966.78;40%;$ 8380.07
36791;levocetirizina;LEVOMINE;5 mg comp.x 10;Andr¿maco;$ 8328.94;50%;$ 4164.47
44841;levocetirizina;LEVOMINE;5 mg comp.x 30;Andr¿maco;$ 21213.97;50%;$ 10606.99
12137;mebendazol;MEBUTAR 200;comp.x 6;Andr¿maco;$ 10745.36;50%;$ 5372.68
12138;mebendazol;MEBUTAR 200;susp.x 30 ml;Andr¿maco;$ 12168.42;50%;$ 6084.21
302;mebendazol+tinidazol;MEBUTAR COMPUESTO;comp.rec.x 6;Andr¿maco;$ 10113.55;50%;$ 5056.78
32780;mebendazol+tinidazol;MEBUTAR COMPUESTO;pvo.susp.oral x 18 g;Andr¿maco;$ 11484.87;50%;$ 5742.44
19976;miconazol;DERALBINE;cr.x 40 g;Andr¿maco;$ 14333.18;40%;$ 8599.91
19978;miconazol;DERALBINE;loc.x 40 ml;Andr¿maco;$ 15241.17;40%;$ 9144.7
26902;miconazol;DERALBINE;pvo.en spray x 90 g;Andr¿maco;$ 26803.02;40%;$ 16081.81
19977;miconazol;DERALBINE;pvo.x 40 g;Andr¿maco;$ 16377.24;40%;$ 9826.34
304;naproxeno;NAPRUX;250 mg comp.x 20;Andr¿maco;$ 14061.99;40%;$ 8437.19
22867;naproxeno;NAPRUX;250 mg comp.x 50;Andr¿maco;$ 30302.22;40%;$ 18181.33
636;naproxeno;NAPRUX;500 mg comp.x 20;Andr¿maco;$ 28399.71;40%;$ 17039.83
38821;naproxeno;NAPRUX;500 mg comp.x 50;Andr¿maco;$ 61468.37;40%;$ 36881.02
41754;naproxeno;NAPRUX RAPID;550 mg comp.rec.ran.x 10;Andr¿maco;$ 13634.62;40%;$ 8180.77
41755;naproxeno;NAPRUX RAPID;550 mg comp.rec.ran.x 20;Andr¿maco;$ 27181.92;40%;$ 16309.15
40274;naproxeno+carisoprodol;NAPRUX DISTEN;comp.x 10;Andr¿maco;$ 10426.35;50%;$ 5213.18
40275;naproxeno+carisoprodol;NAPRUX DISTEN;comp.x 30;Andr¿maco;$ 30161.39;50%;$ 15080.7
49541;salicílico,ác.+asoc.;ACNOXIN;loc.x 140 ml;Andr¿maco;$ 17083.75;50%;$ 8541.88
49916;salicílico,ác.+asoc.;ACNOXIN;spray x 140 ml;Andr¿maco;$ 20843.66;50%;$ 10421.83
42664;sodio,fusidato;ACIFUSIN;ung.x 15 g;Andr¿maco;$ 11618.73;60%;$ 4647.49
15129;tretinoína+asoc.;HIDROSAM T;0.025% env.x 20 g;Andr¿maco;$ 26761.71;50%;$ 13380.86
15130;tretinoína+asoc.;HIDROSAM T;0.050% env.x 20 g;Andr¿maco;$ 28167.09;50%;$ 14083.55
24660;tretinoína+asoc.;HIDROSAM T;0.100% env.x 20 g;Andr¿maco;$ 31678.8;50%;$ 15839.4
4758;vit.a+bencetonio,cl.+asoc.;HIPOGLOS;pda.x 100 g;Andr¿maco;$ 27375.41;40%;$ 16425.25
9422;vit.a+bencetonio,cl.+asoc.;HIPOGLOS;pda.x 50 g;Andr¿maco;$ 14035.82;40%;$ 8421.49
10207;zinc,undecilenato+asoc.;HIPOGLOS CICATRIZANTE;pvo.x 40 g;Andr¿maco;$ 13759.11;50%;$ 6879.56
28144;alendronato;MARVIL;70 mg comp.x 4;Ariston;$ 20783.29;60%;$ 8313.32
30358;alendronato;SILIDRAL 70;70 mg comp.x 4;Ariston;$ 14521.42;60%;$ 5808.57
46153;allopurinol;ALLOPURINOL HOUDE;300 mg comp.x 30;Ariston;$ 7199.74;60%;$ 2879.9
32127;allopurinol+colchicina;ARTREX RETARD;cáps.x 20;Ariston;$ 13712.88;60%;$ 5485.15
16203;allopurinol+colchicina;ARTREX RETARD;cáps.x 40;Ariston;$ 19544.22;60%;$ 7817.69
8587;arginina;LACORENE;fco.x 200 ml c/dosif.;Ariston;$ 19664.52;50%;$ 9832.26
55753;aripiprazol;ARISDAR;10 mg comp.x 30;Ariston;$ 22068.88;50%;$ 11034.44
54680;aripiprazol;ARISDAR;15 mg comp.x 30;Ariston;$ 32781.81;50%;$ 16390.91
54679;aripiprazol;ARISDAR;5 mg comp.x 30;Ariston;$ 20496.75;50%;$ 10248.38
54681;baclofeno;BACLOX;10 mg comp.x 60;Ariston;$ 20982.96;50%;$ 10491.48
60101;baclofeno;BACLOX;25 mg comp.x 30;Ariston;$ 26228.47;50%;$ 13114.24
11798;butetamato;HELIPHENICOL;susp.x 120 ml;Ariston;$ 9269.81;50%;$ 4634.91
48768;butimerina+asoc.;BUTIMERIN;pvo.x 20 g;Ariston;$ 12833.49;50%;$ 6416.75
20563;calcio,acetato;ROYEN;500 mg cáps.x 120;Ariston;$ 318395.58;40%;$ 191037.35
18981;calcio,carbonato;CALCIONAL;naranja comp.x 60;Ariston;$ 15431.24;60%;$ 6172.5
35071;calcio,citrato;CALCIONAL CITRATO;500 mg nja.comp.mast.x30;Ariston;$ 8308.56;60%;$ 3323.42
35072;calcio,citrato;CALCIONAL CITRATO;500 mg nja.comp.mast.x60;Ariston;$ 15306.93;60%;$ 6122.77
33558;calcio,citrato+vit.d3;CALCIONAL D3;comp.x 30;Ariston;$ 8890.85;40%;$ 5334.51
53739;calcio,citrato+vit.d3;CALCIONAL D3 400;comp.x 30;Ariston;$ 10337.42;40%;$ 6202.45
53740;calcio,citrato+vit.d3;CALCIONAL D3 400;comp.x 60;Ariston;$ 18615.36;40%;$ 11169.22
33557;calcio,citrato+vit.d3;CALCIONAL D3;comp.x 60;Ariston;$ 15969.98;40%;$ 9581.99
18622;castaño de indias+asoc.;CASTAÑA DE INDIA S.C.;comp.rec.x 30;Ariston;$ 16080.3;50%;$ 8040.15
8576;castaño de indias+asoc.;CASTAÑA DE INDIA S.C.;sol.x 30 ml;Ariston;$ 10686.46;50%;$ 5343.23
27676;ciprofloxacina;FLORAXINA;gts.oft.x 5 ml;Ariston;$ 6535.59;60%;$ 2614.24
56798;clomipramina;CLOMISAL DIVIDOSIS;comp.ran.divids.x 20;Ariston;$ 17560.05;50%;$ 8780.03
56799;clomipramina;CLOMISAL DIVIDOSIS;comp.ran.divids.x 30;Ariston;$ 26340.19;50%;$ 13170.1
8577;colchicina;COLCHICINA HOUDE;comp.x 20;Ariston;$ 12521.73;60%;$ 5008.69
24160;colchicina;COLCHICINA HOUDE;comp.x 60;Ariston;$ 32786.41;60%;$ 13114.56
43897;condroitín,sulfato+glucosamina;OSTATAC DUO;sob.x 30;Ariston;$ 54109.67;50%;$ 27054.84
33509;dexametasona;DEXATOTAL;4 mg comp.ran.x 10;Ariston;$ 6254.28;50%;$ 3127.14
33510;dexametasona;DEXATOTAL;4 mg comp.ran.x 20;Ariston;$ 11891.91;50%;$ 5945.96
33511;dexametasona;DEXATOTAL;8 mg comp.ran.x 10;Ariston;$ 13201.29;50%;$ 6600.65
48347;dexametasona;DEXATOTAL;8 mg comp.ran.x 20;Ariston;$ 23444.16;50%;$ 11722.08
33512;dexametasona;DEXATOTAL;8 mg comp.ran.x 30;Ariston;$ 31306.77;50%;$ 15653.39
24424;dexametasona+neomicina+asoc.;NEOSONA 100;gts.oft.x 10 ml;Ariston;$ 9350.78;50%;$ 4675.39
24423;dexametasona+neomicina+asoc.;NEOSONA 5;gts.oft.x 10 ml;Ariston;$ 6498.86;50%;$ 3249.43
59410;dexlansoprazol;ARIGASTRIL 30;cáps.x 15;Ariston;$ 19036.63;40%;$ 11421.98
59412;dexlansoprazol;ARIGASTRIL 60;cáps.x 15;Ariston;$ 26677.39;40%;$ 16006.43
59413;dexlansoprazol;ARIGASTRIL 60;cáps.x 30;Ariston;$ 51302.9;40%;$ 30781.74
59411;dexlansoprazol;ARIGASTRIL 30;cáps.x 30;Ariston;$ 35918.04;40%;$ 21550.82
25982;diclofenac sódico;NATURA FENAC;gts.oft.x 5 ml;Ariston;$ 10648.13;40%;$ 6388.88
51320;duloxetina;DUERIX;30mg cáps.lib.mod.x 14;Ariston;$ 21901.73;50%;$ 10950.87
51321;duloxetina;DUERIX;60mg cáps.lib.mod.x28;Ariston;$ 43822.71;50%;$ 21911.36
588;escina+asoc.;VENOSTASIN;gel x 50 g;Ariston;$ 16912.6;50%;$ 8456.3
43823;escitalopram;EX3;10 mg comp.x 30;Ariston;$ 27020.82;50%;$ 13510.41
43825;escitalopram;EX3;20 mg comp.x 30;Ariston;$ 50730.62;50%;$ 25365.31
46249;febuxostat;FEBUXTAT;80 mg comp.ran.x 30;Ariston;$ 57815.25;50%;$ 28907.63
11796;fenilefrina+asoc.;ALZATEN DISGRELENT;grag.x 20;Ariston;$ 10892.34;50%;$ 5446.17
530;fenilefrina+asoc.;ALZATEN;gts.x 20 ml;Ariston;$ 10561.49;50%;$ 5280.75
8573;fenobarbital;ALEPSAL;comp.x 20;Ariston;$ 7248.69;80%;$ 1449.74
12624;fenobarbital;ALEPSAL;comp.x 60;Ariston;$ 17896.89;80%;$ 3579.38
37375;finasteride;Q-PROST;5 mg comp.x 30;Ariston;$ 22251.38;50%;$ 11125.69
48603;gabapentin;ARAPENTIN;100 mg cáps.x 30;Ariston;$ 13948.99;60%;$ 5579.6
48604;gabapentin;ARAPENTIN;300 mg cáps.x 30;Ariston;$ 25027.57;60%;$ 10011.03
48606;gabapentin;ARAPENTIN;600 mg comp.x 30;Ariston;$ 30306.09;60%;$ 12122.44
27220;glucosamina;OSTATAC;1500 mg sob.x 20;Ariston;$ 23207.05;50%;$ 11603.53
38531;hialuronato sódico+asoc.;IURONICO BIOTIC;cr.x 30 g;Ariston;$ 22090.64;50%;$ 11045.32
36685;hialurónico,ác.;IURONICODERM;cr.x 30 g;Ariston;$ 18464.77;50%;$ 9232.39
43311;hialurónico,ác.;IURONICODERM;cr.x 90 g;Ariston;$ 41832.51;50%;$ 20916.26
28379;hidralazina;HYDRAPRES;50 mg comp.x 30;Ariston;$ 54024.3;50%;$ 27012.15
24428;hidroxipropilmetilcelulosa;NATURA LAGRIMAS;gts.oft.x 15 ml;Ariston;$ 8917.34;50%;$ 4458.67
32364;hierro+vit.b12+fólico,ác.;TENVIC;comp.rec.x 20;Ariston;$ 5557.29;50%;$ 2778.65
43146;hierro+vit.b12+fólico,ác.;TENVIC;comp.rec.x 30;Ariston;$ 17839.68;50%;$ 8919.84
42907;ibandrónico,ác.;SILIDRAL UNO;150 mg comp.x 1;Ariston;$ 24297.08;50%;$ 12148.54
42335;ibandrónico,ác.;ADROMUX;150 mg comp.x 1;Ariston;$ 28541;50%;$ 14270.5
48620;ibandrónico,ác.;ADROMUX;150 mg comp.x 3;Ariston;$ 66237.76;50%;$ 33118.88
55755;lacosamida;LACOMAX;100 mg comp.x 30;Ariston;$ 76367.12;50%;$ 38183.56
55756;lacosamida;LACOMAX;200 mg comp.x 30;Ariston;$ 137663.66;50%;$ 68831.83
55754;lacosamida;LACOMAX;50 mg comp.x 30;Ariston;$ 35994.89;50%;$ 17997.45
38303;leflunomida;LEFLUNOMIDA SC;20 mg comp.rec.x 30;Ariston;$ 32202.93;50%;$ 16101.47
38738;litio,carbonato;CEGLUTION XR;comp.x 30;Ariston;$ 11823.04;50%;$ 5911.52
38739;litio,carbonato;CEGLUTION XR;comp.x 60;Ariston;$ 22043.47;50%;$ 11021.74
31104;litio,carbonato;CEGLUTION 300;tab.x 20;Ariston;$ 6942.66;50%;$ 3471.33
544;litio,carbonato;CEGLUTION 300;tab.x 50;Ariston;$ 16771.2;50%;$ 8385.6
41350;litio,carbonato;CEGLUTION 300;tab.x 90;Ariston;$ 26382.95;50%;$ 13191.48
43517;memantine;TONIBRAL;10 mg comp.rec.ran.x 30;Ariston;$ 29893.72;50%;$ 14946.86
51921;memantine;TONIBRAL XR;14 mg cáps.x 30;Ariston;$ 33486.28;50%;$ 16743.14
49536;memantine;TONIBRAL 20;20 mg comp.rec.ran.x 30;Ariston;$ 40960.1;50%;$ 20480.05
51923;memantine;TONIBRAL XR;28 mg cáps.x 30;Ariston;$ 45518.29;50%;$ 22759.15
44805;mesalazina;5XR 500;500 mg comp.x 100;Ariston;$ 103250.34;50%;$ 51625.17
44804;mesalazina;5XR 500;500 mg comp.x 50;Ariston;$ 60771.02;50%;$ 30385.51
41465;mirtazapina;TETRAZIC;30 mg comp.x 30;Ariston;$ 31473.25;50%;$ 15736.63
52079;modafinilo;VISPER;200 mg comp.x 15;Ariston;$ 26735.91;50%;$ 13367.96
52080;modafinilo;VISPER;200 mg comp.x 30;Ariston;$ 50724.73;50%;$ 25362.37
48608;naltrexona;NALCOTREX;50 mg comp.x 30;Ariston;$ 148554.03;50%;$ 74277.02
45108;otilonio,bromuro;BROMOTIL;40 mg comp.x 20;Ariston;$ 10956.97;50%;$ 5478.49
45109;otilonio,bromuro;BROMOTIL;40 mg comp.x 60;Ariston;$ 23152.71;50%;$ 11576.36
50973;paroxetina;OPTIPAR;20 mg comp.rec.x 30;Ariston;$ 25453.29;50%;$ 12726.65
52612;pregabalina;PREBIEN 150 DIVIDOSIS;150 mg comp.birran.x 30;Ariston;$ 38830.1;50%;$ 19415.05
47646;pregabalina;PREBIEN;150 mg cáps.x 28;Ariston;$ 44257.28;50%;$ 22128.64
49127;pregabalina;PREBIEN 75 DIVIDOSIS;75 mg comp.birran.x 30;Ariston;$ 32633.99;50%;$ 16317
47645;pregabalina;PREBIEN;75 mg cáps.x 28;Ariston;$ 27081.77;50%;$ 13540.89
49996;rifaximina;RIFAXTRIL;200 mg comp.x 20;Ariston;$ 16765.84;50%;$ 8382.92
49997;rifaximina;RIFAXTRIL;200 mg comp.x 40;Ariston;$ 33344.5;50%;$ 16672.25
54988;rifaximina;RIFAXTRIL;550 mg comp.x 10;Ariston;$ 23476.32;50%;$ 11738.16
54989;rifaximina;RIFAXTRIL;550 mg comp.x 30;Ariston;$ 60529.31;50%;$ 30264.66
54990;rifaximina;RIFAXTRIL;550 mg comp.x 60;Ariston;$ 103285.3;50%;$ 51642.65
43134;tamsulosina;UROPROST-Q;0.4 mg cáps.x 30;Ariston;$ 29644.55;50%;$ 14822.28
43135;tamsulosina;UROPROST-Q;0.4 mg cáps.x 60;Ariston;$ 48593.66;50%;$ 24296.83
50972;tióctico,ác.;AT 600;600 mg comp.rec.x 30;Ariston;$ 747.93;50%;$ 373.97
49136;tramadol;ANA-Q;50 mg comp.x 30;Ariston;$ 17679.24;50%;$ 8839.62
48495;trifluoperazina;CUAIT TRIFLUOPERAZINA;10 mg comp.x 30;Ariston;$ 17059.98;50%;$ 8529.99
48044;troxerrutina+escina;TUBARINE 1000;comp.x 30;Ariston;$ 29070.06;50%;$ 14535.03
38306;troxerrutina+escina;TUBARINE GEL;pomo x 50 g;Ariston;$ 13180.31;50%;$ 6590.16
44801;ursodesoxicólico,ác.;AUDECOL;150 mg comp.x 20;Ariston;$ 13280.1;50%;$ 6640.05
37330;ursodesoxicólico,ác.;URSOMAX;300 mg comp.rec.x 30;Ariston;$ 41044.29;50%;$ 20522.15
39373;ursodesoxicólico,ác.;URSOMAX;300 mg comp.rec.x 60;Ariston;$ 70101.37;50%;$ 35050.69
48496;ursodesoxicólico,ác.;AUDECOL;300 mg comp.x 20;Ariston;$ 27937.75;50%;$ 13968.88
44803;ursodesoxicólico,ác.;AUDECOL;300 mg comp.x 50;Ariston;$ 57317.81;50%;$ 28658.91
43142;venlafaxina;QUILAREX XR;150 mg comp.x 28;Ariston;$ 30745.86;50%;$ 15372.93
43140;venlafaxina;QUILAREX XR;75 mg comp.x 28;Ariston;$ 23115.31;50%;$ 11557.66
35693;venlafaxina;QUILAREX;75 mg comp.x 30;Ariston;$ 16964.02;50%;$ 8482.01
8579;vit.c+citroflavonoide+asoc.;EPITELIOL C;comp.x 20;Ariston;$ 15349.94;40%;$ 9209.96
13129;vit.c+citroflavonoide+asoc.;EPITELIOL C;comp.x 40;Ariston;$ 25949.96;40%;$ 15569.98
39585;vit.d3;STEROGYL;f.a.beb.x 2 ml;Ariston;$ 9874.83;40%;$ 5924.9
44326;vit.d3;STEROGYL 400;sol.oral x 10 ml;Ariston;$ 11153.01;40%;$ 6691.81
48793;vit.d3;STEROGYL 1000;sol.oral x 4 ml;Ariston;$ 8877.96;40%;$ 5326.78
20633;warfarina;CIRCUVIT;2 mg comp.x 20;Ariston;$ 7425.01;80%;$ 1485
38256;warfarina;CIRCUVIT;2 mg comp.x 50;Ariston;$ 16807.86;80%;$ 3361.57
20634;warfarina;CIRCUVIT;5 mg comp.x 20;Ariston;$ 8520.79;80%;$ 1704.16
38257;warfarina;CIRCUVIT;5 mg comp.x 50;Ariston;$ 17982.33;80%;$ 3596.47
26734;zolpidem;SUMENAN;10 mg comp.x 30;Ariston;$ 11836.02;50%;$ 5918.01
9136;atracurio,besilato;TRACRIUM;50 mg iny.a.x 1 x 5 ml;Aspen Argentina;$ 1547.02;50%;$ 773.51
608;nadroparina cálcica;FRAXIPARINE;jga.prell.x 10 - 0.3 ml;Aspen Argentina;$ 10731.63;60%;$ 4292.65
15062;nadroparina cálcica;FRAXIPARINE;jga.prell.x 10 - 0.4 ml;Aspen Argentina;$ 20161.28;60%;$ 8064.51
1339;nadroparina cálcica;FRAXIPARINE;jga.prell.x 10 - 0.6 ml;Aspen Argentina;$ 28848.34;60%;$ 11539.34
14924;nadroparina cálcica;FRAXIPARINE;jga.prell.x 10 - 0.8 ml;Aspen Argentina;$ 35625.04;60%;$ 14250.02
2296;alprazolam;XANAX;0.50 mg comp.x 30;Aspen Pharma;$ 3681.15;50%;$ 1840.58
2297;alprazolam;XANAX;0.50 mg comp.x 60;Aspen Pharma;$ 7475.83;50%;$ 3737.92
9744;alprazolam;XANAX;1 mg comp.x 30;Aspen Pharma;$ 5672.36;50%;$ 2836.18
2299;alprazolam;XANAX;1 mg comp.x 60;Aspen Pharma;$ 11275.31;50%;$ 5637.66
50582;amlodipina;AMLOC ODT;10 mg comp.x 30;Aspen Pharma;$ 16686.08;60%;$ 6674.43
5169;amlodipina;AMLOC;10 mg tab.x 20;Aspen Pharma;$ 18630.39;60%;$ 7452.16
11205;amlodipina;AMLOC;10 mg tab.x 30;Aspen Pharma;$ 32645.68;60%;$ 13058.27
37933;amlodipina;AMLOC;10 mg tab.x 60;Aspen Pharma;$ 55769.71;60%;$ 22307.88
50581;amlodipina;AMLOC ODT;5 mg comp.x 30;Aspen Pharma;$ 8567.93;60%;$ 3427.17
5168;amlodipina;AMLOC;5 mg tab.x 20;Aspen Pharma;$ 6561.14;60%;$ 2624.46
11204;amlodipina;AMLOC;5 mg tab.x 30;Aspen Pharma;$ 17998.01;60%;$ 7199.2
37932;amlodipina;AMLOC;5 mg tab.x 60;Aspen Pharma;$ 31389.62;60%;$ 12555.85
20505;atorvastatín;LIPITOR;10 mg comp.x 30;Aspen Pharma;$ 34436.76;80%;$ 6887.35
28136;atorvastatín;LIPITOR;10 mg comp.x 60;Aspen Pharma;$ 58002.3;80%;$ 11600.46
20506;atorvastatín;LIPITOR;20 mg comp.x 30;Aspen Pharma;$ 57723.53;80%;$ 11544.71
28137;atorvastatín;LIPITOR;20 mg comp.x 60;Aspen Pharma;$ 101094.03;80%;$ 20218.81
29111;atorvastatín;LIPITOR;40 mg comp.x 30;Aspen Pharma;$ 65901.73;80%;$ 13180.35
51549;atorvastatín;LIPITOR;80 mg comp.x 30;Aspen Pharma;$ 81088.24;80%;$ 16217.65
23356;celecoxib;CELEBREX;200 mg cáps.x 20;Aspen Pharma;$ 24257.68;50%;$ 12128.84
35926;doxazosina;CARDURA;2 mg tab.x 30;Aspen Pharma;$ 37028.98;50%;$ 18514.49
35927;doxazosina;CARDURA;4 mg tab.x 30;Aspen Pharma;$ 42512.32;50%;$ 21256.16
47288;eplerenona;INSPRA 50 MG;comp.x 30;Aspen Pharma;$ 32661.61;50%;$ 16330.81
47287;eplerenona;ALDACTONE EP 25 MG;comp.x 30;Aspen Pharma;$ 22328.35;50%;$ 11164.18
6193;estriol;ORGESTRIOL;cr.vag.x 15 g c/aplic.;Aspen Pharma;$ 10279.69;50%;$ 5139.85
8412;estriol;ORGESTRIOL;óv.x 10;Aspen Pharma;$ 10525.77;50%;$ 5262.89
49971;gabapentin;NEURONTIN;100 mg cáps.x 90;Aspen Pharma;$ 52491.85;60%;$ 20996.74
30093;gabapentin;NEURONTIN;300 mg cáps.x 30;Aspen Pharma;$ 34288.54;60%;$ 13715.42
16551;gabapentin;NEURONTIN;300 mg cáps.x 60;Aspen Pharma;$ 65004.5;60%;$ 26001.8
16552;gabapentin;NEURONTIN;400 mg cáps.x 60;Aspen Pharma;$ 81050.3;60%;$ 32420.12
27618;gabapentin;NEURONTIN;600 mg comp.rec.x 30;Aspen Pharma;$ 47088.09;60%;$ 18835.24
19634;latanoprost;XALATAN;gts.oft.x 2.5 ml;Aspen Pharma;$ 21311.94;60%;$ 8524.78
29235;latanoprost+timolol;XALACOM;gts.oft.x 2.5 ml;Aspen Pharma;$ 21976.41;50%;$ 10988.21
5360;metildopa;ALDOMET;250 mg comp.rec.x 30;Aspen Pharma;$ 6937.96;60%;$ 2775.18
5362;metildopa;ALDOMET;500 mg comp.rec.x 30;Aspen Pharma;$ 9735.76;60%;$ 3894.3
6181;nandrolona;DECA-DURABOLIN;50 mg iny.a.x 1 x 1 ml;Aspen Pharma;$ 15745.87;50%;$ 7872.94
50362;pregabalina;LYRICA;150 mg cáps.x 30;Aspen Pharma;$ 59168.05;50%;$ 29584.03
50356;pregabalina;LYRICA;25 mg cáps.x 30;Aspen Pharma;$ 13576.64;50%;$ 6788.32
50357;pregabalina;LYRICA;25 mg cáps.x 60;Aspen Pharma;$ 25028.82;50%;$ 12514.41
